title,lccn,start_year,end_year,frequency,frequency_normalized,language,place,place_of_publication
Baylor College bells.,sn87090410,1900,9999,Weekly,Weekly,English,Texas-Bell-Belton,"Belton, Tex."
The Baylor County banner. [volume],sn86088677,1895,9999,Weekly,Weekly,English,Texas-Baylor-Seymour,"Seymour, Tex."
The Baylor lariat.,sn88083173,1900,9999,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
The Bayshore sun.,sn88083233,1900,9999,Weekly,Weekly,English,Texas-Harris-LaPorte,"LaPorte, Tex."
The Baytown news.,sn88083285,1970,9999,Weekly,Weekly,English,Texas-Harris-Baytown,"Baytown, Tex."
The Baytown sun.,sn86088334,1949,9999,Daily,Daily,English,Texas-Harris-Baytown,"Baytown, Tex."
The Beach triton.,sn87090258,1970,9999,Monthly,Monthly,English,Texas-Galveston-Gilchrist,"Gilchrist, Tex."
Beacon press.,sn88083613,1963,9999,NA,Missing,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Beacon. [volume],sn86089422,1850,1853,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The beacon.,sn88083701,1900,9999,Weekly,Weekly,English,Texas-Hidalgo-Edinburg,"Edinburg, Tex."
Beam.,sn86090852,1943,1945,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Beaumont advertiser.,sn88083284,1888,9999,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Beaumont age.,sn88083303,1900,1999,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Beaumont banner. [volume],sn85033335,1860,1861,Weekly,Weekly,English,Texas-Jefferson-Beaumont,Beaumont [Tex.]
Beaumont daily events.,sn86063734,1900,9999,Daily (except Sunday),Daily,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
Beaumont daily journal. [volume],sn86089758,1901,1909,Daily,Daily,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Beaumont enterprise. [online resource],2013271965,1904,9999,Daily,Daily,English,Texas-Jefferson-Beaumont,"Beaumont, Texas"
The Beaumont enterprise. [volume],sn86071101,1904,9999,Daily,Daily,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Beaumont enterprise.,sn86088330,1880,1899,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
Beaumont journal.,sn86088333,1889,1899,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
Beaumont journal.,sn88084282,1900,1901,Daily,Daily,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Beaumont journal.,sn88084294,1900,1999,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
Beaumont labor news.,sn86088335,1901,1999,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
Beaumont news-beacon.,sn86088332,1873,1999,NA,Missing,English,Texas-Jefferson,"Beaumont, Tex."
Beaumont weekly lumberman.,sn87090939,1870,1899,Weekly,Weekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
The Avalanche news.,sn88083585,1900,9999,Weekly,Weekly,English,Texas-Hidalgo-Pharr|Texas-Hidalgo-San Juan,"San Juan, Tex."
The avalanche. [online resource],2013218994,1900,1909,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Lubbock County, Texas"
The avalanche.,sn86088028,1900,1909,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
Avatar.,sn87091135,1969,9999,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
The Avenger.,sn86090741,1943,1949,Biweekly,Semimonthly,English,Texas-Nolan-Sweetwater,"Avenger Field, Sweetwater, Tex."
The Avery news.,sn86088234,1913,9999,Weekly,Weekly,English,Texas-Red River-Avery,"Avery, Tex."
The Avinger citizen. [volume],sn86089915,1954,1999,Weekly,Weekly,English,Texas-Cass-Avinger,"Avinger, Tex."
The Avoca telegram.,sn86088233,1908,1999,NA,Missing,English,Texas-Jones-Avoca,"Avoca, Tex."
The Azle banner.,sn88083133,1959,1963,Weekly,Weekly,English,Texas-Tarrant-Azle,"Azle, Tex."
The Azle citizen.,sn88084204,1900,1999,Weekly,Weekly,English,Texas-Tarrant-Azle,"Azle, Tex."
The Azle current.,sn88083132,1984,9999,Weekly,Weekly,English,Texas-Parker-Springtown|Texas-Tarrant-Azle,"Springtown, Tex."
Azle news advertiser.,sn88083135,1976,9999,Weekly,Weekly,English,Texas-Tarrant-Azle,"Azle, Tex."
The Azle news.,sn88083260,1966,1976,Weekly,Weekly,English,Texas-Tarrant-Azle,"Azle, Tex."
The Azle tribune.,sn88083134,1975,9999,Weekly,Weekly,English,Texas-Tarrant-Azle,"Azle, Tex."
"El azote : lucha, informacio´n, buen humor /",sn86026358,1922,9999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
El azote. [online resource],2009254417,1922,1999,Weekly,Weekly,Spanish,Texas-El Paso-El Paso,"El Paso, Tex."
B'nai brith voice.,sn87090636,1900,9999,Monthly,Monthly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Bagpipe.,sn86089842,1906,1906,Irregular,Irregular,English,Texas-Anderson-Palestine,"Palestine, Tex."
Bailey County journal. [volume],sn86089135,1963,9999,Weekly,Weekly,English,Texas-Bailey-Muleshoe,"Muleshoe, Tex."
The Bailey enterprise.,sn96092515,1910,1999,Weekly,Weekly,English,Texas-Fannin-Bailey,"Bailey, Tex."
The Baird star. [volume],sn86088027,1887,1969,Weekly,Weekly,English,Texas-Callahan-Baird,"Baird, Tex."
The Baird weekly star. [volume],sn86088025,1877,1887,Weekly,Weekly,English,Texas-Callahan-Baird,"Baird, Tex."
Baird's Callahan connection.,sn87091171,1987,9999,Weekly,Weekly,English,Texas-Callahan-Baird,"Baird, Tex."
Balch Springs news.,sn88083202,1979,9999,Weekly,Weekly,English,Texas-Dallas-Seagoville,"Seagoville, Tex."
Balch Springs sentinel.,sn88083201,1975,1978,Weekly,Weekly,English,Texas-Dallas-Seagoville,"Seagoville, Tex."
The ball.,sn91072512,1000,1905,Weekly,Weekly,English,Texas-Falls-Marlin,"Marlin, Tex."
Ballinger daily ledger. [volume],sn86089917,1905,1999,Daily (except Sun.),Daily,English,Texas-Runnels-Ballinger,"Ballinger, Tex."
The Ballinger eagle. [volume],sn86088845,1886,1899,Weekly,Weekly,English,Texas-Runnels-Ballinger,"Ballinger, Tex."
The Ballinger leader.,sn87090435,1881,1999,Weekly,Weekly,English,Texas-Runnels-Ballinger,"Ballinger, Tex."
The Ballinger ledger.,sn86088288,1933,2016,Weekly,Weekly,English,Texas-Runnels-Ballinger,"Ballinger, Tex."
Ballinger semi-weekly ledger.,sn86088289,1931,1933,Semiweekly,Semiweekly,English,Texas-Runnels-Ballinger,"Ballinger, Tex."
Artesia. [volume],sn86090350,1893,1999,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
The Asherton news. [volume],sn86088224,1909,9999,Weekly,Weekly,English,Texas-Dimmit-Asherton,"Asherton, Tex."
Asian American news.,sn93005006,1991,9999,Monthly,Monthly,English,Texas-Harris-Houston,"Houston, Tex."
The Aspermont news.,sn85000253,1977,1985,51 no. a year,Weekly,English,Texas-Stonewall-Aspermont,"Aspermont, Tex."
The Aspermont star. [volume],sn86088032,1897,1999,Weekly,Weekly,English,Texas-Stonewall-Aspermont,"Aspermont, Tex."
Asterope.,sn86090795,1943,1945,Weekly,Weekly,English,Texas-Hays-San Marcos,"San Marcos, Tex."
Atascosa County monitor.,sn91072508,1900,1999,Weekly,Weekly,English,Texas-Atascosa-Jourdanton,"Jourdanton, Atascosa County, Tex."
The Atascosa monitor. [volume],sn86089633,1873,1915,Weekly,Weekly,English,Texas-Atascosa-Jourdanton,"Jourdanton, Tex."
The Atascosa news-monitor. [volume],sn86089634,1916,1999,Weekly,Weekly,English,Texas-Atascosa-Jourdanton,"Jourdanton, Tex."
The Atascosita gazette.,sn88083286,1977,9999,Weekly,Weekly,English,Texas-Liberty-Liberty,"Liberty, Tex."
The Baptist.,sn87090359,1800,1905,Weekly,Weekly,English,Texas-Taylor-Abilene,"Abilene, Tex."
Barbers Hill oil review.,sn88083272,1930,9999,Weekly,Weekly,English,Texas-Chambers-Mont Belview,"Mont Belview, Tex."
The Bardwell herald.,sn86088094,1897,1999,Weekly,Weekly,English,Texas-Ellis-Bardwell,"Bardwell, Tex."
El Barrio.,sn86090857,1975,1975,Biweekly,Semimonthly,English|Spanish,Texas-Harris-Houston,"Houston, Tex."
Los Barrios.,sn88083784,1974,9999,Monthly,Monthly,English|Spanish,Texas-Medina-Hondo,"Hondo, Tex."
The Barry enterprise.,sn86088117,1916,9999,Weekly,Weekly,English,Texas-Navarro-Barry,"Barry, Tex."
The Bartlett news.,sn87091150,1800,9999,Weekly,Weekly,English,Texas-Bell-Bartlett,"Bartlett, Tex."
The Bartlett tribune and news.,sn87091169,1909,1978,Weekly,Weekly,English,Texas-Bell-Bartlett,"Bartlett, Tex."
The Bartlett tribune.,sn87091170,1886,1909,Weekly,Weekly,English,Texas-Bell-Bartlett,"Bartlett, Tex."
The Bastrop advertiser and county news.,sn86088111,1980,9999,Semiweekly,Semiweekly,English,Texas-Bastrop-Bastrop,"Bastrop, Tex."
The Bastrop advertiser. [volume],sn83021332,1853,1980,Semiweekly,Semiweekly,English,Texas-Bastrop-Bastrop,"Bastrop, Tex."
The Bastrop bee.,sn86088115,1887,9999,Weekly,Weekly,English,Texas-Bastrop-Bastrop,"Bastrop, Tex."
The Bastrop County times.,sn88083534,1975,1999,Weekly,Weekly,English,Texas-Bastrop-Smithville,"Smithville, Tex."
The Bastrop vidette.,sn88083672,1899,9999,Weekly,Weekly,English,Texas-Bastrop-Bastrop,"Bastrop, Tex."
The Batesville herald.,sn86088340,1902,9999,Weekly,Weekly,English,Texas-Zavala-Batesville,"Batesville, Tex."
The battalion. [online resource],2017263042,1893,9999,"Three times a week during fall and spring semester (Monday, Wednesday, and Friday); Twice a week during summer session (Tuesday and Thursday)",Semiweekly,English,Texas-Brazos-College Station,"College Station, Texas"
The battalion. [volume],sn86088544,1893,9999,"Three times a week during fall and spring semester (Monday, Wednesday, and Friday); Twice a week during summer session (Tuesday and Thursday)",Semiweekly,English,Texas-Brazos-College Station,"College Station, Texas"
The Anna-Melissa tribune.,2002214937,2002,9999,Weekly,Weekly,English,Texas-Grayson-Van Alstyne,"Van Alstyne, Tex."
The Annona news.,sn88083552,1900,9999,NA,Missing,English,Texas-Red River-Annona,"Annona, Tex."
The Annona-Avery news.,sn88083879,1900,1999,Weekly,Weekly,English,Texas-Red River-Annona|Texas-Red River-Avery,"Annona, Tex."
The Anson news.,sn88084070,1924,1999,NA,Missing,English,Texas-Jones-Anson,"Anson, Tex."
Anti-chain world : official organ of the Texas Anti-Chain Association.,sn86089292,1930,1999,Biweekly,Semimonthly,English,Texas-Travis-Austin,"Austin, Tex."
The Anti-prohibitionist.,sn88083437,1887,9999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
Anton news.,sn86090723,1925,1999,NA,Missing,English,Texas-Hockley-Anton,"Anton, Tex."
The Anvil herald. [volume],sn86089697,1903,1906,Weekly,Weekly,English,Texas-Medina-Hondo,"Hondo, Tex."
The Anvil.,sn86088155,1886,9999,Weekly,Weekly,English,Texas-Medina-Castroville,"Castroville, Tex."
The apostolic bulletin.,64000,1918,9999,NA,Missing,English,Texas-Bell-Temple,"Temple, Bell County, Tex."
Apostolic faith.,sn93060186,1900,1999,Irregular,Irregular,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Apostolic faith.,sn93060187,1907,1999,Monthly,Monthly,English,Texas-Harris-Houston,"Houston, Tex."
The Appeal.,sn88083455,1890,9999,Weekly,Weekly,English,Texas-Johnson-Cleburne,"Cleburne, Tex."
The Allen American.,sn88083079,1970,9999,Weekly,Weekly,English,Texas-Collin-Allen,"Allen, Tex."
The Allen times.,sn87090372,1931,9999,Weekly,Weekly,English,Texas-Collin-Allen,"Allen, Tex."
Alliance courier. [volume],sn86089687,1891,9999,Weekly,Weekly,English,Texas-Wood-Mineola,"Mineola, Tex."
The alliance journal. [volume],sn94052800,1880,1999,Weekly,Weekly,English,Texas-Red River-Clarksville,"Clarksville, Tex."
The Alliance mail. [volume],sn86089367,1886,9999,NA,Missing,English,Texas-Hill-Itasca,"Itasca, Tex."
The Alliance standard. [volume],sn93068255,1891,1999,Weekly,Weekly,English,Texas-Cass-Linden,"[Linden, Tex.]"
Alpine avalanche. [volume],sn86063736,1889,9999,Weekly,Weekly,English,Texas-Brewster-Alpine,"Alpine, Tex."
The Alpine guide.,sn87090622,1911,9999,Semiweekly,Semiweekly,English,Texas-Brewster-Alpine,"Alpine, Tex."
The Alpine industrial news.,sn87090621,1926,9999,NA,Missing,English,Texas-Brewster-Alpine,"Alpine, Tex."
The Alpine review.,sn88083798,1889,9999,Weekly,Weekly,English,Texas-Brewster-Alpine,"Alpine, Tex."
The Alpine times.,sn86088251,1904,9999,Weekly,Weekly,English,Texas-Brewster-Alpine,"Alpine, Tex."
The Alto herald and the Wells news 'n views.,sn88083772,1979,1989,Weekly,Weekly,English,Texas-Cherokee-Alto|Texas-Cherokee-Wells,"Alto, Tex."
The Alto herald.,sn86088238,1900,9999,Weekly,Weekly,English,Texas-Cherokee-Alto,"Alto, Tex."
Alvarado bulletin.,sn87090660,1881,1882,Weekly,Weekly,English,Texas-Johnson-Alvarado,"Alvarado, Tex."
The Athenian.,sn88083766,1800,1999,Weekly,Weekly,English,Texas-Henderson-Athens,"Athens, Tex."
The Athens bulletin.,sn88083769,1873,1999,Weekly,Weekly,English,Texas-Henderson-Athens,"Athens, Tex."
Athens courier.,sn83021331,1875,1899,Weekly,Weekly,English,Texas-Henderson-Athens,Athens [Tex.]
Athens daily review. [volume],sn86063739,1900,9999,"Daily (except Sat., Thanksgiving, Christmas Day)",Daily,English,Texas-Henderson-Athens,"Athens, Tex."
The Athens narrow gauge.,sn88083765,1882,1999,Weekly,Weekly,English,Texas-Henderson-Athens,"Athens, Tex."
Athens review.,sn86088106,1885,1999,Weekly,Weekly,English,Texas-Henderson-Athens,"Athens, Tex."
Athens weekly review.,sn86088107,1887,9999,Weekly,Weekly,English,Texas-Henderson-Athens,"Athens, Tex."
The Atlanta news. [volume],sn86088211,1908,1999,Weekly,Weekly,English,Texas-Cass-Atlanta,"Atlanta, Tex."
The Atlanta times.,sn88083531,1975,9999,Weekly,Weekly,English,Texas-Cass-Atlanta,"Atlanta, Tex."
The Aubrey argus.,sn86088236,1915,9999,NA,Missing,English,Texas-Denton-Aubrey,"Aubrey, Tex."
The Aubrey herald.,sn86088235,1904,9999,Weekly,Weekly,English,Texas-Denton-Aubrey,"Aubrey, Tex."
Al di´a /,2009240662,2003,9999,Daily (except Sundays),Daily,Spanish,Texas-Dallas-Dallas,"Dallas, Tex."
The Alamo express. [volume],sn86089536,1860,1860,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Alamo Heights herald.,sn87090623,1922,9999,Weekly,Weekly,English,Texas-Bexar-Alamo Heights,"Alamo Heights, Tex."
Alamo Heights news. [volume],sn86089789,1939,1999,Weekly,Weekly,English,Texas-Bexar-Alamo Heights,"Alamo Heights, Tex."
The Alamo messenger : official Catholic newspaper of the Archdiocese of San Antonio. [volume],sn86090802,1957,1972,Weekly (except for first week of July and last week of Dec.),Weekly,English|Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
The Alamo news. [volume],sn86089514,1918,9999,Weekly,Weekly,English,Texas-Hidalgo-Alamo,"Alamo, Tex."
The Alamo register : official Catholic newspaper of the Archdiocese of San Antonio. [volume],sn86090861,1942,1957,Weekly,Weekly,English|Spanish,Texas-Bexar-San Antonio,"Denver, Colo."
The Alamo sentinel.,sn88083681,1922,9999,Weekly,Weekly,English,Texas-Hidalgo-Alamo,"Alamo, Tex."
The Alamo star.,sn86090030,1854,1855,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Alamo Village star.,sn92066411,1961,9999,NA,Missing,English,Texas-Kinney-Brackettville,"Brackettville, Tex."
The Alamoner.,sn86090031,1886,1899,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Alatheia. [volume],2018263181,1983,9999,Monthly,Monthly,English,Texas-Brazos-College Station,"College Stn, TX"
The Albany echo. [volume],sn86088058,1883,1884,Weekly,Weekly,English,Texas-Shackelford-Albany,"Albany, Tex."
The Albany news.,sn86088044,1884,9999,Weekly,Weekly,English,Texas-Shackelford-Albany,"Albany, Shackleford County, Tex."
The Albany star. [volume],sn86088053,1882,1889,Weekly,Weekly,English,Texas-Shackelford-Albany,"Albany, Tex."
Der Aufbruch. [volume],sn87078448,1945,1949,Weekly,Weekly,English|German,Texas-Camp Fannin,"Camp Fannin, Tex."
La Aurora.,sn85007912,1900,9999,Weekly,Weekly,Spanish,Texas-Dallas-Dallas,"Dallas, Tex."
L'aurora.,sn87090327,1915,9999,Weekly,Weekly,English|Italian,Texas-Harris-Houston,"Houston, Tex."
La Aurora.,sn87090620,1984,9999,Weekly,Weekly,Spanish,Texas-Dallas-Dallas,"Dallas, Tex."
The Austin advocate.,sn87091129,1800,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Austin American-statesman. [online resource],2004216235,1987,9999,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin American-statesman. [volume],sn80009121,1973,1987,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin American-statesman.,sn87090669,1973,1987,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin American-statesman.,sn87090670,1987,9999,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin American. [volume],sn83026380,1914,1973,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin argus. [volume],sn86089492,1894,1894,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin argus. [volume],sn86089493,1882,1882,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin church news.,sn86089279,1912,1999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin citizen. [volume],sn86090341,1971,1981,Daily (except Sat. and Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin city gazette. [volume],sn85042549,1839,1842,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin city gazette. [microfilm reel],sn94085005,1839,1842,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin County times. [volume],sn86088124,1879,1892,Weekly,Weekly,English,Texas-Austin-Bellville,"Bellville, Tex."
Austin daily bulletin. [volume],sn86089797,1936,1999,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin daily dispatch. [volume],sn85042550,1880,1886,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin daily dispatch.,sn86088071,1932,1939,Daily (except Sat.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin daily globe.,sn86088228,1889,9999,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin daily review.,sn86088246,1880,9999,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin daily statesman. [volume],sn86088147,1880,1889,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin daily statesman.,sn87090664,1891,1902,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin daily tribune.,sn86088085,1939,1941,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin daily tribune.,sn86088304,1898,1999,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin dispatch. [volume],sn86089488,1930,1939,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin evening call.,sn86088257,1886,1999,Daily,Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin evening dispatch. [volume],sn86089489,1931,1932,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin evening dispatch. [volume],sn86089790,1887,1899,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin evening news.,sn86088082,1875,1883,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin evening news.,sn86088084,1891,1903,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
Austin facts.,sn86088245,1918,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin forum and sifter. [volume],sn86088703,1909,1913,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Austin forum-advocate.,sn86088067,1915,1939,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Austin informer.,sn86088249,1905,1999,NA,Missing,English,Texas-Travis-Austin,"Austin, Tex."
Austin labor journal.,sn86088229,1929,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin light.,sn87090626,1980,9999,Weekly,Weekly,Spanish,Texas-Travis-Austin,"Austin, Tex."
The Austin mirror.,sn87090496,1958,1999,NA,Missing,English,Texas-Travis-Austin,"Austin, Tex."
The Austin monitor.,sn86088248,1907,1999,Daily (except Sun.),Daily,English,Texas-Travis-Austin,"Austin, Tex."
The Austin news.,sn86088083,1925,1950,Semiweekly,Semiweekly,English,Texas-Travis-Austin,"Austin, Tex."
Austin news. [volume],sn87090627,1951,1957,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The Austin Press : Austin's independent newspaper. [volume],sn87090628,1981,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
